,Ocean,SAMPMETHOD,Measurement,UNIT,Latitude,Longitude,Date,geometry
13392,Atlantic Ocean,Manta net,0.452667,pieces/m3,42.377821,3.158952,"Mon, 17 May 2021 00:00:00 GMT",POINT (3.15895200000006 42.377821)
13393,Atlantic Ocean,Manta net,0.140737,pieces/m3,42.856067,6.182017,"Sun, 30 Jul 2017 00:00:00 GMT",POINT (6.18201700000003 42.8560670000001)
13394,Atlantic Ocean,Manta net,63.796489,pieces/m3,42.66405,9.620433,"Thu, 16 Oct 2014 00:00:00 GMT",POINT (9.62043300000005 42.66405)
13395,Atlantic Ocean,Neuston net,0.0307,pieces/m3,37.48,-61.3,"Wed, 19 Oct 2005 00:00:00 GMT",POINT (-61.3 37.4800000000001)
13396,Atlantic Ocean,Neuston net,3.047,pieces/m3,31.2709,-47.178,"Sun, 07 Jul 2013 00:00:00 GMT",POINT (-47.1779999999999 31.2709)
13397,Atlantic Ocean,Manta net,2.66,pieces/m3,39.389,19.819,"Sat, 11 Oct 2014 00:00:00 GMT",POINT (19.8190000000001 39.3890000000001)
13398,Atlantic Ocean,Manta net,0.203404,pieces/m3,34.7206,24.2273,"Fri, 22 Aug 2014 00:00:00 GMT",POINT (24.2273000000001 34.7206)
13399,Atlantic Ocean,Neuston net,0.43785,pieces/m3,42.3302,3.4784,"Mon, 02 Aug 2010 00:00:00 GMT",POINT (3.47840000000002 42.3302)
13400,Pacific Ocean,Neuston net,0.04331,pieces/m3,50.546083,-146.011833,"Sat, 02 Mar 2019 00:00:00 GMT",POINT (-146.011833 50.5460830000001)
13402,Atlantic Ocean,Neuston net,0.0,pieces/m3,36.25,-64.07,"Mon, 28 May 2007 00:00:00 GMT",POINT (-64.0699999999999 36.2500000000001)
13404,Atlantic Ocean,Neuston net,0.0,pieces/m3,41.74,-69.25,"Sat, 21 Aug 2004 00:00:00 GMT",POINT (-69.2499999999999 41.7400000000001)
13405,Atlantic Ocean,Neuston net,0.0,pieces/m3,41.61,-69.0,"Mon, 29 Jul 2002 00:00:00 GMT",POINT (-68.9999999999999 41.6100000000001)
13406,Atlantic Ocean,Neuston net,0.0,pieces/m3,40.62,-71.16,"Fri, 24 Jun 2005 00:00:00 GMT",POINT (-71.16 40.6200000000001)
13407,Atlantic Ocean,Neuston net,0.00648,pieces/m3,23.98,-73.02,"Wed, 11 Apr 1990 00:00:00 GMT",POINT (-73.02 23.9800000000001)
13408,Atlantic Ocean,Neuston net,0.003084,pieces/m3,24.35,-74.27,"Fri, 18 Feb 1994 00:00:00 GMT",POINT (-74.27 24.35)
13409,Atlantic Ocean,Neuston net,0.01296,pieces/m3,28.35,-74.28,"Mon, 17 Feb 1997 00:00:00 GMT",POINT (-74.28 28.35)
13410,Atlantic Ocean,Neuston net,0.074396,pieces/m3,29.35,-62.97,"Fri, 17 May 2002 00:00:00 GMT",POINT (-62.97 29.3500000000001)
13411,Pacific Ocean,Manta net,1.59384,pieces/m3,31.43865,-134.0859,"Sun, 13 Sep 2015 00:00:00 GMT",POINT (-134.0859 31.4386500000001)
13415,Atlantic Ocean,Neuston net,0.099892,pieces/m3,24.39,-80.84,"Sat, 30 Mar 2002 00:00:00 GMT",POINT (-80.84 24.39)
13416,Atlantic Ocean,Neuston net,0.13986,pieces/m3,27.52,-59.28,"Sun, 21 Oct 2007 00:00:00 GMT",POINT (-59.28 27.52)
13417,Atlantic Ocean,Neuston net,0.028076,pieces/m3,26.98,-57.8,"Wed, 28 Oct 1992 00:00:00 GMT",POINT (-57.8 26.9800000000001)
13418,Atlantic Ocean,Neuston net,0.273054,pieces/m3,22.15,-63.1474,"Mon, 11 Jan 2010 00:00:00 GMT",POINT (-63.1473999999999 22.15)
13431,Atlantic Ocean,Neuston net,0.140388,pieces/m3,26.4,-75.76,"Wed, 12 May 1993 00:00:00 GMT",POINT (-75.7599999999999 26.4)
13432,Atlantic Ocean,Neuston net,0.01944,pieces/m3,28.25,-78.56,"Fri, 12 Feb 1999 00:00:00 GMT",POINT (-78.5599999999999 28.2500000000001)
13433,Atlantic Ocean,Van Dorn sampler,0.0,pieces/m3,27.8589,-82.4686,"Mon, 12 Sep 2016 00:00:00 GMT",POINT (-82.4686 27.8589000000001)
13434,Atlantic Ocean,Van Dorn sampler,2000.0,pieces/m3,27.6279,-82.6415,"Mon, 24 Jul 2017 00:00:00 GMT",POINT (-82.6415 27.6279000000001)
13435,Atlantic Ocean,Van Dorn sampler,0.0,pieces/m3,27.729,-82.4987,"Mon, 15 Aug 2016 00:00:00 GMT",POINT (-82.4987 27.729)
13437,Atlantic Ocean,Grab sample,0.001,pieces/m3,17.949,-33.8924,"Tue, 02 Dec 2014 00:00:00 GMT",POINT (-33.8924 17.9490000000001)
13438,Atlantic Ocean,Grab sample,0.003,pieces/m3,15.4182,-41.2341,"Fri, 05 Dec 2014 00:00:00 GMT",POINT (-41.2341 15.4182000000001)
13439,Pacific Ocean,Neuston net,0.017788,pieces/m3,25.28,-147.0,"Sat, 23 Jun 2012 00:00:00 GMT",POINT (-147 25.28)
13440,Pacific Ocean,Neuston net,0.00216,pieces/m3,26.05,-141.2,"Wed, 14 May 2008 00:00:00 GMT",POINT (-141.2 26.0500000000001)
13441,Pacific Ocean,Manta net,0.749445,pieces/m3,28.999668,-140.458,"Thu, 30 Jul 2015 00:00:00 GMT",POINT (-140.458 28.999668)
13442,Atlantic Ocean,Neuston net,0.025916,pieces/m3,28.59,-75.97,"Wed, 04 Apr 2007 00:00:00 GMT",POINT (-75.97 28.59)
13443,Atlantic Ocean,Neuston net,0.0,pieces/m3,14.98,-73.11,"Fri, 18 Dec 1998 00:00:00 GMT",POINT (-73.11 14.9800000000001)
13444,Atlantic Ocean,Neuston net,0.0,pieces/m3,17.72,-69.2,"Fri, 25 Dec 1992 00:00:00 GMT",POINT (-69.2 17.72)
13445,Atlantic Ocean,Neuston net,0.01944,pieces/m3,16.09,-62.17,"Fri, 30 Nov 2001 00:00:00 GMT",POINT (-62.17 16.09)
13446,Atlantic Ocean,Neuston net,0.0,pieces/m3,16.78,-64.64,"Thu, 03 Dec 1998 00:00:00 GMT",POINT (-64.64 16.78)
13447,Atlantic Ocean,Neuston net,0.0,pieces/m3,13.29,-61.4,"Thu, 12 Dec 2002 00:00:00 GMT",POINT (-61.4 13.2900000000001)
13448,Atlantic Ocean,Neuston net,0.01296,pieces/m3,13.17,-59.67,"Thu, 04 Nov 1993 00:00:00 GMT",POINT (-59.67 13.1700000000001)
13449,Pacific Ocean,Manta net,0.004953,pieces/m3,-14.967667,-147.648,"Sat, 13 Aug 2016 00:00:00 GMT",POINT (-147.648 -14.9676669999999)
13450,Pacific Ocean,Manta net,0.044,pieces/m3,4.167,-93.433,"Wed, 14 Oct 1987 00:00:00 GMT",POINT (-93.4329999999999 4.16700000000003)
13451,Pacific Ocean,Neuston net,0.0,pieces/m3,19.73,-146.63,"Tue, 02 Nov 2004 00:00:00 GMT",POINT (-146.63 19.7300000000001)
13452,Pacific Ocean,Neuston net,0.00432,pieces/m3,19.43,-145.47,"Mon, 05 Mar 2007 00:00:00 GMT",POINT (-145.47 19.4300000000001)
13453,Pacific Ocean,PVC cylinder,2115.655853,pieces/m3,17.810561,-101.748865,"Sat, 02 Jun 2018 00:00:00 GMT",POINT (-101.748865 17.8105610000001)
13454,Pacific Ocean,Grab sample,0.0,pieces/m3,19.2961,-110.8148,"Sat, 09 Apr 2016 00:00:00 GMT",POINT (-110.8148 19.2961)
13455,Atlantic Ocean,Neuston net,0.668826,pieces/m3,-26.8388,-12.2565,"Wed, 19 Jan 2011 00:00:00 GMT",POINT (-12.2565 -26.8387999999999)
13456,Pacific Ocean,Manta net,0.81151,pieces/m3,28.31835,-148.87605,"Wed, 26 Aug 2015 00:00:00 GMT",POINT (-148.87605 28.3183500000001)
13457,Atlantic Ocean,Manta net,0.139752,pieces/m3,43.253077,5.361748,"Mon, 24 Jun 2019 00:00:00 GMT",POINT (5.36174800000003 43.2530770000001)
13458,Atlantic Ocean,Manta net,1.008117,pieces/m3,43.5879,7.1675,"Sat, 07 Jun 2014 00:00:00 GMT",POINT (7.16750000000008 43.5879)
13459,Atlantic Ocean,Neuston net,0.005275,pieces/m3,60.255,-0.945,"Sat, 11 Jan 2014 00:00:00 GMT",POINT (-0.944999999999936 60.2550000000001)
13460,Atlantic Ocean,Neuston net,0.0,pieces/m3,56.022333,-3.305333,"Wed, 01 Dec 2021 00:00:00 GMT",POINT (-3.30533299999996 56.0223330000001)
13461,Atlantic Ocean,Neuston net,0.083973,pieces/m3,60.631833,0.991333,"Fri, 10 Jan 2014 00:00:00 GMT",POINT (0.991333000000054 60.631833)
13462,Pacific Ocean,Neuston net,0.023585,pieces/m3,-25.5538,-122.2008,"Tue, 19 Apr 2011 00:00:00 GMT",POINT (-122.2008 -25.5538)
13463,Atlantic Ocean,Grab sample,0.004,pieces/m3,33.8636,10.9744,"Sat, 25 Oct 2014 00:00:00 GMT",POINT (10.9744000000001 33.8636000000001)
13464,Atlantic Ocean,Manta net,0.331779,pieces/m3,40.731,8.047833,"Mon, 13 Sep 2021 00:00:00 GMT",POINT (8.04783300000003 40.7310000000001)
13465,Atlantic Ocean,Manta net,0.056113,pieces/m3,40.974167,9.691667,"Fri, 01 Jun 2018 00:00:00 GMT",POINT (9.69166700000005 40.9741670000001)
13466,Atlantic Ocean,Manta net,0.277474,pieces/m3,40.898267,4.816133,"Mon, 07 May 2018 00:00:00 GMT",POINT (4.81613300000004 40.898267)
13467,Atlantic Ocean,Grab sample,0.002,pieces/m3,46.4506,-63.4617,"Tue, 09 Jun 2015 00:00:00 GMT",POINT (-63.4617 46.4506000000001)
13468,Atlantic Ocean,Neuston net,0.0,pieces/m3,43.29,-68.19,"Sat, 27 Jun 1998 00:00:00 GMT",POINT (-68.1899999999999 43.2900000000001)
13469,Atlantic Ocean,Neuston net,0.0,pieces/m3,41.18,-70.87,"Sun, 08 Aug 1993 00:00:00 GMT",POINT (-70.8699999999999 41.1800000000001)
13470,Atlantic Ocean,Neuston net,0.00432,pieces/m3,41.36,-71.05,"Tue, 09 Jun 1992 00:00:00 GMT",POINT (-71.05 41.3600000000001)
13471,Atlantic Ocean,Neuston net,0.0,pieces/m3,41.88,-70.34,"Sat, 13 Jul 2002 00:00:00 GMT",POINT (-70.34 41.8800000000001)
13472,Atlantic Ocean,Neuston net,0.035096,pieces/m3,31.87,-57.0,"Sun, 20 Oct 1991 00:00:00 GMT",POINT (-56.9999999999999 31.8700000000001)
13473,Atlantic Ocean,Manta net,0.169886,pieces/m3,40.039167,17.883333,"Sun, 25 Apr 2021 00:00:00 GMT",POINT (17.8833330000001 40.0391670000001)
13474,Atlantic Ocean,Manta net,0.066667,pieces/m3,37.8,24.3,"Wed, 10 Jun 2015 00:00:00 GMT",POINT (24.3000000000001 37.8000000000001)
13477,Atlantic Ocean,Neuston net,0.015428,pieces/m3,31.99,-64.6,"Sun, 13 Apr 1997 00:00:00 GMT",POINT (-64.6 31.9900000000001)
13478,Atlantic Ocean,Neuston net,0.0,pieces/m3,32.18,-64.7,"Wed, 13 Apr 2005 00:00:00 GMT",POINT (-64.6999999999999 32.1800000000001)
13479,Atlantic Ocean,Neuston net,0.0,pieces/m3,38.87,-68.88,"Fri, 26 May 1989 00:00:00 GMT",POINT (-68.8799999999999 38.8700000000001)
13480,Atlantic Ocean,Neuston net,0.0,pieces/m3,41.0,-70.88,"Sat, 06 Aug 1994 00:00:00 GMT",POINT (-70.8799999999999 41.0000000000001)
13481,Pacific Ocean,Neuston net,0.0,pieces/m3,32.37,-146.51,"Thu, 23 Oct 2003 00:00:00 GMT",POINT (-146.51 32.3700000000001)
13487,Atlantic Ocean,Grab sample,0.002,pieces/m3,20.2103,-87.4302,"Tue, 07 Jan 2014 00:00:00 GMT",POINT (-87.4302 20.2103000000001)
13488,Atlantic Ocean,Neuston net,0.0,pieces/m3,24.03,-82.82,"Wed, 17 Jan 2001 00:00:00 GMT",POINT (-82.8199999999999 24.03)
13489,Atlantic Ocean,Neuston net,0.00864,pieces/m3,23.93,-75.5,"Thu, 16 Feb 1995 00:00:00 GMT",POINT (-75.4999999999999 23.9300000000001)
13490,Atlantic Ocean,Neuston net,0.0168,pieces/m3,23.13,-56.39,"Fri, 01 Nov 2002 00:00:00 GMT",POINT (-56.39 23.1300000000001)
13491,Atlantic Ocean,Neuston net,0.0,pieces/m3,21.45,-72.63,"Fri, 18 Feb 1994 00:00:00 GMT",POINT (-72.6299999999999 21.45)
13492,Atlantic Ocean,Neuston net,0.122376,pieces/m3,24.89,-71.98,"Wed, 20 Feb 2002 00:00:00 GMT",POINT (-71.98 24.89)
13505,Pacific Ocean,Neuston net,0.0,pieces/m3,28.54,-140.09,"Thu, 03 Apr 2008 00:00:00 GMT",POINT (-140.09 28.5400000000001)
13506,Pacific Ocean,PVC cylinder,705.218618,pieces/m3,27.916643,-110.775325,"Tue, 19 Jun 2018 00:00:00 GMT",POINT (-110.775325 27.9166430000001)
13507,Atlantic Ocean,Neuston net,0.097192,pieces/m3,25.92,-76.75,"Thu, 11 Feb 1993 00:00:00 GMT",POINT (-76.7499999999999 25.9200000000001)
13508,Atlantic Ocean,Neuston net,0.0,pieces/m3,26.0,-79.78,"Fri, 25 Mar 1994 00:00:00 GMT",POINT (-79.78 26.0000000000001)
13509,Atlantic Ocean,Neuston net,0.028796,pieces/m3,27.82,-79.84,"Sat, 14 Feb 2004 00:00:00 GMT",POINT (-79.84 27.8200000000001)
13510,Atlantic Ocean,Van Dorn sampler,0.0,pieces/m3,27.897,-82.4382,"Tue, 09 Aug 2016 00:00:00 GMT",POINT (-82.4381999999999 27.897)
13511,Atlantic Ocean,Neuston net,0.0,pieces/m3,14.37,-59.76,"Wed, 02 Nov 2005 00:00:00 GMT",POINT (-59.7599999999999 14.3700000000001)
13512,Atlantic Ocean,Neuston net,0.0,pieces/m3,11.75,-59.38,"Wed, 06 Nov 1991 00:00:00 GMT",POINT (-59.3799999999999 11.7500000000001)
13513,Atlantic Ocean,Grab sample,0.011,pieces/m3,11.2386,-59.6078,"Sat, 14 Feb 2015 00:00:00 GMT",POINT (-59.6077999999999 11.2386000000001)
13514,Atlantic Ocean,Grab sample,0.092,pieces/m3,19.0167,-38.445,"Fri, 05 Dec 2014 00:00:00 GMT",POINT (-38.4449999999999 19.0167000000001)
13515,Pacific Ocean,Neuston net,0.0,pieces/m3,21.42,-142.07,"Thu, 01 Mar 2007 00:00:00 GMT",POINT (-142.07 21.4200000000001)
13516,Pacific Ocean,Neuston net,0.0,pieces/m3,29.37,-139.91,"Wed, 06 Oct 2010 00:00:00 GMT",POINT (-139.91 29.3700000000001)
13517,Atlantic Ocean,Neuston net,0.0,pieces/m3,17.56,-72.2,"Mon, 13 Dec 2004 00:00:00 GMT",POINT (-72.2 17.5600000000001)
13518,Atlantic Ocean,Neuston net,0.0,pieces/m3,17.9,-67.62,"Sun, 17 Dec 1989 00:00:00 GMT",POINT (-67.6199999999999 17.9)
13519,Atlantic Ocean,Neuston net,0.0,pieces/m3,18.66,-64.96,"Sat, 12 May 2007 00:00:00 GMT",POINT (-64.96 18.66)
13520,Atlantic Ocean,Grab sample,0.005,pieces/m3,18.4889,-64.45,"Wed, 25 Feb 2015 00:00:00 GMT",POINT (-64.4499999999999 18.4889000000001)
13521,Atlantic Ocean,Neuston net,0.0,pieces/m3,17.0,-62.78,"Wed, 04 Dec 1996 00:00:00 GMT",POINT (-62.78 17.0000000000001)
13522,Atlantic Ocean,Neuston net,0.00216,pieces/m3,16.63,-63.63,"Sun, 17 Feb 1991 00:00:00 GMT",POINT (-63.6299999999999 16.6300000000001)
13523,Atlantic Ocean,Neuston net,0.0108,pieces/m3,18.8,-75.17,"Mon, 20 Feb 1995 00:00:00 GMT",POINT (-75.17 18.8000000000001)
13524,Atlantic Ocean,Manta net,0.18,pieces/m3,17.94908,-76.84864,"Thu, 02 Nov 2017 00:00:00 GMT",POINT (-76.84864 17.94908)
13525,Atlantic Ocean,Manta net,0.31,pieces/m3,17.94617,-76.75767,"Thu, 02 Nov 2017 00:00:00 GMT",POINT (-76.75767 17.9461700000001)
13526,Atlantic Ocean,Neuston net,0.00648,pieces/m3,16.67,-82.49,"Sat, 23 Dec 2000 00:00:00 GMT",POINT (-82.49 16.6700000000001)
13527,Atlantic Ocean,Neuston net,0.00288,pieces/m3,11.47,-66.6,"Wed, 15 Dec 1993 00:00:00 GMT",POINT (-66.6 11.47)
13528,Atlantic Ocean,Neuston net,0.00216,pieces/m3,13.46,-69.15,"Fri, 10 Dec 2004 00:00:00 GMT",POINT (-69.15 13.46)
13529,Pacific Ocean,Plankton net,1.02,pieces/m3,-2.5,-87.5,"Tue, 10 Oct 2017 00:00:00 GMT",POINT (-87.4999999999999 -2.49999999999994)
13530,Pacific Ocean,Neuston net,0.0,pieces/m3,19.73,-146.63,"Sat, 10 Apr 2004 00:00:00 GMT",POINT (-146.63 19.7300000000001)
13531,Pacific Ocean,Neuston net,0.00432,pieces/m3,19.43,-145.47,"Wed, 26 Jul 2006 00:00:00 GMT",POINT (-145.47 19.4300000000001)
13532,Pacific Ocean,Neuston net,0.00216,pieces/m3,17.77,-105.74,"Tue, 30 Oct 2001 00:00:00 GMT",POINT (-105.74 17.77)
13533,Atlantic Ocean,Manta net,0.33,pieces/m3,17.95203,-76.8415,"Fri, 15 Dec 2017 00:00:00 GMT",POINT (-76.8414999999999 17.95203)
13535,Atlantic Ocean,Manta net,0.175739,pieces/m3,39.0755,11.1705,"Wed, 29 Sep 2021 00:00:00 GMT",POINT (11.1705000000001 39.0755)
13536,Atlantic Ocean,Neuston net,0.0,pieces/m3,42.53,-68.35,"Wed, 25 Jun 1997 00:00:00 GMT",POINT (-68.35 42.53)
13538,Pacific Ocean,Manta net,0.513742,pieces/m3,36.292,-150.04125,"Fri, 14 Aug 2015 00:00:00 GMT",POINT (-150.04125 36.292)
13539,Atlantic Ocean,Neuston net,0.194332,pieces/m3,34.6,-65.2,"Fri, 22 Oct 1993 00:00:00 GMT",POINT (-65.1999999999999 34.6000000000001)
13540,Atlantic Ocean,Neuston net,0.01944,pieces/m3,36.38,-65.52,"Wed, 23 Oct 1996 00:00:00 GMT",POINT (-65.52 36.3800000000001)
13542,Atlantic Ocean,Neuston net,0.01512,pieces/m3,40.28,-70.29,"Wed, 26 Jul 2000 00:00:00 GMT",POINT (-70.29 40.28)
13543,Atlantic Ocean,Neuston net,0.0,pieces/m3,40.35,-65.54,"Sun, 17 May 1992 00:00:00 GMT",POINT (-65.54 40.3500000000001)
13544,Atlantic Ocean,Neuston net,0.028076,pieces/m3,31.27,-57.37,"Sun, 20 Oct 1991 00:00:00 GMT",POINT (-57.3699999999999 31.27)
13550,Atlantic Ocean,Neuston net,0.045356,pieces/m3,31.43,-67.13,"Sat, 04 May 1991 00:00:00 GMT",POINT (-67.1299999999999 31.4300000000001)
13551,Atlantic Ocean,Grab sample,0.047,pieces/m3,24.2975,-17.5836,"Tue, 20 Jan 2015 00:00:00 GMT",POINT (-17.5835999999999 24.2975000000001)
13552,Pacific Ocean,Neuston net,0.0,pieces/m3,32.37,-146.51,"Wed, 31 Dec 2003 00:00:00 GMT",POINT (-146.51 32.3700000000001)
13553,Pacific Ocean,Manta net,3.261,pieces/m3,32.9081,-140.307,"Tue, 11 Aug 2009 00:00:00 GMT",POINT (-140.307 32.9081)
13555,Pacific Ocean,PVC cylinder,1410.437236,pieces/m3,31.29732,-113.541203,"Sat, 23 Jun 2018 00:00:00 GMT",POINT (-113.541203 31.2973200000001)
13556,Pacific Ocean,Grab sample,0.003,pieces/m3,37.9133,-122.3433,"Fri, 01 May 2015 00:00:00 GMT",POINT (-122.3433 37.9133)
13559,Atlantic Ocean,Grab sample,0.0,pieces/m3,22.3617,-72.9833,"Sat, 05 Mar 2016 00:00:00 GMT",POINT (-72.9833 22.3617)
13560,Atlantic Ocean,Neuston net,0.021604,pieces/m3,26.76,-74.1,"Sun, 18 Feb 2001 00:00:00 GMT",POINT (-74.1 26.76)
13561,Atlantic Ocean,Neuston net,0.079912,pieces/m3,30.27,-64.9,"Fri, 21 Oct 1994 00:00:00 GMT",POINT (-64.9 30.27)
13562,Atlantic Ocean,Manta net,0.14263,pieces/m3,31.181667,-24.905,"Mon, 16 Sep 2013 00:00:00 GMT",POINT (-24.905 31.1816670000001)
13567,Atlantic Ocean,PVC cylinder,2115.655853,pieces/m3,21.29148,-89.634561,"Sat, 05 May 2018 00:00:00 GMT",POINT (-89.634561 21.29148)
13575,Atlantic Ocean,Neuston net,0.00216,pieces/m3,28.58,-79.12,"Tue, 04 Apr 2000 00:00:00 GMT",POINT (-79.1199999999999 28.58)
13576,Atlantic Ocean,Neuston net,0.00864,pieces/m3,28.45,-80.03,"Fri, 13 Feb 1998 00:00:00 GMT",POINT (-80.03 28.45)
13577,Atlantic Ocean,Neuston net,0.036716,pieces/m3,26.72,-82.88,"Sat, 23 Mar 1996 00:00:00 GMT",POINT (-82.8799999999999 26.72)
13581,Atlantic Ocean,Neuston net,0.0,pieces/m3,13.2,-61.32,"Thu, 08 Dec 1994 00:00:00 GMT",POINT (-61.3199999999999 13.2)
13582,Atlantic Ocean,Neuston net,0.0,pieces/m3,13.2,-61.3,"Tue, 09 Dec 1997 00:00:00 GMT",POINT (-61.3 13.2)
13583,Atlantic Ocean,Grab sample,0.075,pieces/m3,17.1218,-37.4333,"Mon, 24 Nov 2014 00:00:00 GMT",POINT (-37.4333 17.1218000000001)
13584,Pacific Ocean,Grab sample,0.013,pieces/m3,27.0671,-144.2697,"Wed, 17 Sep 2014 00:00:00 GMT",POINT (-144.2697 27.0671)
13585,Pacific Ocean,Neuston net,0.0,pieces/m3,29.37,-139.91,"Tue, 20 Oct 2009 00:00:00 GMT",POINT (-139.91 29.3700000000001)
13586,Pacific Ocean,Neuston net,0.0,pieces/m3,28.54,-140.09,"Wed, 25 Jul 2007 00:00:00 GMT",POINT (-140.09 28.5400000000001)
13587,Atlantic Ocean,Neuston net,0.0,pieces/m3,17.1,-71.45,"Wed, 21 Dec 1994 00:00:00 GMT",POINT (-71.45 17.1)
13588,Atlantic Ocean,Neuston net,0.003088,pieces/m3,17.72,-66.9,"Sun, 19 Dec 1993 00:00:00 GMT",POINT (-66.9 17.72)
13589,Atlantic Ocean,Grab sample,0.005,pieces/m3,18.0351,-63.1007,"Thu, 11 Dec 2014 00:00:00 GMT",POINT (-63.1007 18.0351000000001)
13590,Atlantic Ocean,Neuston net,0.0,pieces/m3,16.6,-62.35,"Fri, 05 Dec 1997 00:00:00 GMT",POINT (-62.35 16.6)
13591,Atlantic Ocean,Neuston net,0.0,pieces/m3,16.38,-62.83,"Thu, 16 Dec 1993 00:00:00 GMT",POINT (-62.83 16.3800000000001)
13592,Atlantic Ocean,Grab sample,0.03,pieces/m3,15.5263,-56.18,"Thu, 11 Dec 2014 00:00:00 GMT",POINT (-56.1799999999999 15.5263)
13593,Atlantic Ocean,PVC cylinder,0.0,pieces/m3,19.541887,-90.70652,"Fri, 04 May 2018 00:00:00 GMT",POINT (-90.70652 19.541887)
13595,Pacific Ocean,PVC cylinder,1410.437236,pieces/m3,15.664929,-96.544661,"Wed, 30 May 2018 00:00:00 GMT",POINT (-96.544661 15.664929)
13596,Pacific Ocean,Grab sample,0.013,pieces/m3,13.5331,-95.8039,"Thu, 29 Jan 2015 00:00:00 GMT",POINT (-95.8038999999999 13.5331)
13597,Atlantic Ocean,Neuston net,0.0024,pieces/m3,14.1,-70.13,"Thu, 18 Dec 1997 00:00:00 GMT",POINT (-70.1299999999999 14.1)
13598,Atlantic Ocean,Neuston net,0.0,pieces/m3,15.73,-69.66,"Sun, 07 Mar 2004 00:00:00 GMT",POINT (-69.66 15.7300000000001)
13599,Pacific Ocean,Grab sample,0.0,pieces/m3,-4.0993,-112.2995,"Wed, 05 Oct 2016 00:00:00 GMT",POINT (-112.2995 -4.09929999999997)
13600,Pacific Ocean,Neuston net,0.191384,pieces/m3,18.97,-143.47,"Fri, 26 Oct 2012 00:00:00 GMT",POINT (-143.47 18.97)
13601,Atlantic Ocean,Neuston net,0.025916,pieces/m3,18.95,-75.81,"Wed, 09 Mar 2005 00:00:00 GMT",POINT (-75.8099999999999 18.95)
13602,Atlantic Ocean,Neuston net,0.0,pieces/m3,17.77,-82.4,"Fri, 17 Apr 1998 00:00:00 GMT",POINT (-82.4 17.77)
13605,Pacific Ocean,Manta net,0.758546,pieces/m3,31.7191,-148.7428,"Wed, 05 Aug 2015 00:00:00 GMT",POINT (-148.7428 31.7191)
13606,Atlantic Ocean,Manta net,0.147582,pieces/m3,42.95305,6.344217,"Sun, 07 Aug 2016 00:00:00 GMT",POINT (6.34421700000007 42.9530500000001)
13607,Atlantic Ocean,Manta net,0.007562,pieces/m3,52.702833,4.587,"Wed, 05 Jul 2017 00:00:00 GMT",POINT (4.58700000000005 52.7028330000001)
13608,Atlantic Ocean,Neuston net,0.031009,pieces/m3,54.694833,-4.3425,"Sun, 16 Nov 2014 00:00:00 GMT",POINT (-4.34249999999997 54.6948330000001)
13609,Atlantic Ocean,Neuston net,0.311406,pieces/m3,55.685167,-5.403333,"Tue, 12 Jan 2016 00:00:00 GMT",POINT (-5.40333299999998 55.685167)
13610,Pacific Ocean,Manta net,0.02271,pieces/m3,-24.9669,-123.9391,"Wed, 20 Apr 2011 00:00:00 GMT",POINT (-123.9391 -24.9669)
13611,Pacific Ocean,Neuston net,0.17896,pieces/m3,-26.47141,-105.34675,"Wed, 04 Nov 2015 00:00:00 GMT",POINT (-105.34675 -26.4714099999999)
13612,Atlantic Ocean,Neuston net,0.028232,pieces/m3,32.65,-57.2,"Tue, 24 Oct 1989 00:00:00 GMT",POINT (-57.1999999999999 32.65)
13613,Atlantic Ocean,Manta net,0.521318,pieces/m3,37.29075,-12.971667,"Sat, 12 Oct 2013 00:00:00 GMT",POINT (-12.971667 37.2907500000001)
13614,Atlantic Ocean,Manta net,0.345238,pieces/m3,37.912383,23.68495,"Fri, 15 Mar 2019 00:00:00 GMT",POINT (23.6849500000001 37.912383)
13615,Atlantic Ocean,Manta net,0.430959,pieces/m3,38.388333,1.368333,"Fri, 22 Aug 2014 00:00:00 GMT",POINT (1.36833300000006 38.388333)
13616,Atlantic Ocean,Manta net,0.590667,pieces/m3,41.263153,1.963507,"Sun, 18 Apr 2021 00:00:00 GMT",POINT (1.96350700000005 41.263153)
13618,Atlantic Ocean,Neuston net,0.00648,pieces/m3,40.97,-70.53,"Wed, 22 Jun 1994 00:00:00 GMT",POINT (-70.53 40.97)
13620,Atlantic Ocean,Neuston net,0.00576,pieces/m3,40.87,-70.75,"Thu, 12 Jul 2001 00:00:00 GMT",POINT (-70.7499999999999 40.8700000000001)
13621,Atlantic Ocean,Neuston net,0.0027,pieces/m3,40.04,-69.33,"Sun, 17 Aug 2008 00:00:00 GMT",POINT (-69.33 40.0400000000001)
13622,Atlantic Ocean,Neuston net,0.007852,pieces/m3,38.3,-63.13,"Thu, 26 May 2005 00:00:00 GMT",POINT (-63.1299999999999 38.3000000000001)
13623,Atlantic Ocean,Neuston net,0.0,pieces/m3,37.82,-65.23,"Thu, 31 May 2001 00:00:00 GMT",POINT (-65.23 37.8200000000001)
13624,Pacific Ocean,Manta net,0.208,pieces/m3,38.9982,-137.0096,"Mon, 17 Aug 2009 00:00:00 GMT",POINT (-137.0096 38.9982000000001)
13625,Pacific Ocean,Grab sample,0.0,pieces/m3,36.6556,-121.8258,"Fri, 19 Dec 2014 00:00:00 GMT",POINT (-121.8258 36.6556)
13626,Atlantic Ocean,Neuston net,0.095032,pieces/m3,31.4,-63.5,"Sun, 26 Oct 1997 00:00:00 GMT",POINT (-63.4999999999999 31.4)
